"keyword"	"group"
"Outlook"	"Other / Unclassified"
"OutSystems"	"Other / Unclassified"
"OutSystems UI"	"Other / Unclassified"
"Ovh"	"Other / Unclassified"
"OWASP"	"Other / Unclassified"
"OWASP Dependency-Check"	"Other / Unclassified"
"OWASP ZAP"	"Other / Unclassified"
"PAdES"	"Other / Unclassified"
"PagerDuty"	"Other / Unclassified"
"Pakiet Adobe"	"Other / Unclassified"
"Palantir"	"Other / Unclassified"
"Palo Alto"	"Other / Unclassified"
"Palo Alto firewall"	"Other / Unclassified"
"PAM"	"Other / Unclassified"
"Pandas"	"Libraries"
"Pantheon"	"Other / Unclassified"
"Parquet"	"Other / Unclassified"
"Pascal"	"Other / Unclassified"
"PC"	"Other / Unclassified"
"PCIe"	"Other / Unclassified"
"PCS cluster"	"Other / Unclassified"
"PDF Automation"	"Other / Unclassified"
"PDF automation / document generation libraries"	"Other / Unclassified"
"PEFT"	"Other / Unclassified"
"PEGA"	"Other / Unclassified"
"Pega CSA"	"Other / Unclassified"
"Pega Deployment Manager"	"Other / Unclassified"
"Pega Development"	"Other / Unclassified"
"Pega Platform"	"Other / Unclassified"
"Pega Predictive Diagnostic Cloud (PDC"	"Cloud & Managed Services"
"Pega Testing"	"Other / Unclassified"
"Pendo"	"Other / Unclassified"
"Pentaho"	"Other / Unclassified"
"PeopleSoft"	"Other / Unclassified"
"Percona xtraDB"	"Other / Unclassified"
"Perforce"	"Other / Unclassified"
"Performance testing tools"	"Other / Unclassified"
"Performance Tests"	"Other / Unclassified"
"Perl"	"Programming Languages"
"PG dump"	"Other / Unclassified"
"PGVector"	"Other / Unclassified"
"Photon"	"Other / Unclassified"
"Photoshop"	"Other / Unclassified"
"PHP"	"Programming Languages"
"PHP 7+"	"Other / Unclassified"
"PHPStorm"	"Other / Unclassified"
"PHPUnit"	"Other / Unclassified"
"PI"	"Other / Unclassified"
"PILAR"	"Other / Unclassified"
"PIM"	"Other / Unclassified"
"Pimcore"	"Other / Unclassified"
"Pinecone"	"Other / Unclassified"
"Ping"	"Other / Unclassified"
"Ping Identity"	"Other / Unclassified"
"PingID"	"Other / Unclassified"
"Pipedrive"	"Tools & Collaboration"
"Pipelines"	"Tools & Collaboration"
"Pipenv"	"Tools & Collaboration"
"Pivot Tables"	"Other / Unclassified"
"PivotTables"	"Other / Unclassified"
"PixiJS"	"Other / Unclassified"
"PKI"	"Other / Unclassified"
"PL / SQL"	"Other / Unclassified"
"PL/pgSQL"	"Other / Unclassified"
"PL/SQL"	"Programming Languages"
"PL/SQL Developer"	"Other / Unclassified"
"Platforma INTENSE"	"Other / Unclassified"
"platformy low-code"	"Other / Unclassified"
"Play Store SDK"	"Other / Unclassified"
"PlayStation"	"Other / Unclassified"
"Playwright"	"Other / Unclassified"
"PLM"	"Other / Unclassified"
"Plotly"	"Other / Unclassified"
"PLSQL"	"Other / Unclassified"
"PMG"	"Other / Unclassified"
"PMI (PMBOK"	"Other / Unclassified"
"PMI/PMBOK"	"Other / Unclassified"
"PMP"	"Other / Unclassified"
"PnP PowerShell"	"Other / Unclassified"
"Poczta"	"Other / Unclassified"
"Podman"	"Other / Unclassified"
"Podstawy sieci (LAN/Wi-Fi/VPN"	"Other / Unclassified"
"Podstawy sieci: WAN / LAN"	"Other / Unclassified"
"podstawy szyfrowania"	"Other / Unclassified"
"Poetry"	"Other / Unclassified"
"Polarion"	"Other / Unclassified"
"Polish - B2"	"Other / Unclassified"
"Polybase"	"Other / Unclassified"
"POP"	"Other / Unclassified"
"Portfolio Review Board (PRB"	"Other / Unclassified"
"portfolio w³asnych treci lub pro"	"Other / Unclassified"
"POS"	"Other / Unclassified"
"Posiada umiejêtnoci takie jak"	"Other / Unclassified"
"PostGIS"	"Other / Unclassified"
"Postgre"	"Other / Unclassified"
"Postgres"	"Databases & Data Stores"
"PostgreSQL"	"Databases & Data Stores"
"PostgreSQL lub MongoDB"	"Databases & Data Stores"
"PostgreSQL/PostGIS"	"Databases & Data Stores"
"Postgress"	"Databases & Data Stores"
"PostHog"	"Other / Unclassified"
"Postman"	"Tools & Collaboration"
"Postman Professional"	"Tools & Collaboration"
"potrafisz przek³adaæ techniczne rozwi¹zania na jêzyk korzyci"	"Other / Unclassified"
"poufno"	"Other / Unclassified"
"PoweCenter"	"Other / Unclassified"
"Power Apps"	"Other / Unclassified"
"Power Apps Portals"	"Other / Unclassified"
"Power Automate"	"Other / Unclassified"
"Power Automate Cloud"	"Cloud & Managed Services"
"Power Automate Desk"	"Other / Unclassified"
"Power BI"	"Databases & Data Stores"
"Power BI Desktop"	"Tools & Collaboration"
"Power BI Report Builder"	"Tools & Collaboration"
"Power BI Report Server"	"Tools & Collaboration"
"Power Fx"	"Other / Unclassified"
"Power Pivot"	"Other / Unclassified"
"Power Platform"	"Other / Unclassified"
"Power Point"	"Other / Unclassified"
"Power Query"	"Other / Unclassified"
"Power Shell"	"Other / Unclassified"
"PowerApps"	"Other / Unclassified"
"PowerAutomate"	"Other / Unclassified"
"PowerBI"	"Other / Unclassified"
"PowerCLI"	"Other / Unclassified"
"PowerFactory"	"Other / Unclassified"
"PowerFX"	"Other / Unclassified"
"PowerHA"	"Other / Unclassified"
"PowerPlatform"	"Other / Unclassified"
"PowerPoint"	"Other / Unclassified"
"PowerShell"	"Programming Languages"
"Powerstore"	"Other / Unclassified"
"Powertrain"	"Other / Unclassified"
"PowerVM"	"Other / Unclassified"
"PP"	"Other / Unclassified"
"PPAC"	"Other / Unclassified"
"PPM"	"Other / Unclassified"
"Praca z danymi nieustrukturyzowanymi"	"Other / Unclassified"
"Praca Zdalna"	"Other / Unclassified"
"Praktyczne zastosowanie narzêdzi LEAN Manufacturing"	"Other / Unclassified"
"praktyka w negocjacjach handlowych"	"Other / Unclassified"
"Pre-Trade Connectivity (Java SPI"	"Other / Unclassified"
"Prefect"	"Other / Unclassified"
"Presta"	"Other / Unclassified"
"PrestaShop"	"Other / Unclassified"
"Presto"	"Other / Unclassified"
"PrimeFaces"	"Other / Unclassified"
"PrimeNG"	"Other / Unclassified"
"PRINCE2"	"Other / Unclassified"
"Printer Server"	"Other / Unclassified"
"Private DNS"	"Other / Unclassified"
"Private Endpoints"	"Other / Unclassified"
"Proactive Hardware Monitoring"	"Other / Unclassified"
"procesy ETL"	"Other / Unclassified"
"Procesy kredytowe"	"Other / Unclassified"
"Product Information Management System (PIM"	"Other / Unclassified"
"Product Ownership"	"Other / Unclassified"
"Product vision"	"Other / Unclassified"
"Production Planning"	"Other / Unclassified"
"Programowanie obiektowe (OOP"	"Other / Unclassified"
"programowanie systemowe"	"Other / Unclassified"
"Progress 4GL"	"Other / Unclassified"
"Project Management"	"Other / Unclassified"
"Project Management Professional"	"Other / Unclassified"
"Prometheus"	"Tools & Collaboration"
"Protobuf"	"Other / Unclassified"
"Protocol & Performance Fluency"	"Other / Unclassified"
"protokó³ komunikacyjny ModBus TCP"	"Other / Unclassified"
"protoko³y i interfejsy"	"Other / Unclassified"
"protoko³y NTLM/Kerberos/SAML/OIDC/OAuth"	"Libraries"
"Protoko³y sieci komórkowych"	"Other / Unclassified"
"protoko³y sieciowe"	"Other / Unclassified"
"ProtoPie"	"Other / Unclassified"
"Protractor"	"Other / Unclassified"
"Provisioning"	"Other / Unclassified"
"prowadzenia projektu od pomys³u do realizacji"	"Other / Unclassified"
"Proxmox"	"Other / Unclassified"
"Proxmox VE"	"Other / Unclassified"
"Proxy"	"Other / Unclassified"
"Proxyman"	"Other / Unclassified"
"PRTG"	"Other / Unclassified"
"PSCAD"	"Other / Unclassified"
"PSR-4"	"Other / Unclassified"
"PSS Web"	"Other / Unclassified"
"Pub"	"Other / Unclassified"
"Pub/Sub"	"Cloud & Managed Services"
"PubSub"	"Cloud & Managed Services"
"Pulsar"	"Other / Unclassified"
"Pulumi"	"Other / Unclassified"
"Puppet"	"Tools & Collaboration"
"Purview"	"Other / Unclassified"
"PuTTY"	"Other / Unclassified"
"PVS"	"Other / Unclassified"
"PWA"	"Other / Unclassified"
"Pydantic"	"Other / Unclassified"
"PyCharm"	"Other / Unclassified"
"pykx"	"Other / Unclassified"
"PyQGIS"	"Other / Unclassified"
"PySpark"	"Frameworks & Platforms"
"PyTest"	"Libraries"
"Python"	"Programming Languages"
"Python - Pandas"	"Libraries"
"Python or Typescript or C#"	"Other / Unclassified"
"PyTorch"	"Libraries"
"PyTorch Lightning"	"Libraries"
"QA"	"Other / Unclassified"
"Qase"	"Other / Unclassified"
"QDG"	"Other / Unclassified"
"QDI"	"Other / Unclassified"
"Qdrant"	"Other / Unclassified"
"Qemu"	"Other / Unclassified"
"QF-Test"	"Other / Unclassified"
"QGIS"	"Other / Unclassified"
"Qlik"	"Other / Unclassified"
"Qlik Cloud Data Integration"	"Cloud & Managed Services"
"Qlik Cloud Data Integration QCDI"	"Cloud & Managed Services"
"Qlik Compose"	"Other / Unclassified"
"Qlik Compose / dbt / DWH"	"Frameworks & Platforms"
"Qlik GeoAnalytics"	"Other / Unclassified"
"Qlik NPrinting"	"Other / Unclassified"
"Qlik Replicate"	"Other / Unclassified"
"Qlik Sense"	"Other / Unclassified"
"QlikSense"	"Other / Unclassified"
"QlikView"	"Other / Unclassified"
"QMetry"	"Other / Unclassified"
"QML"	"Other / Unclassified"
"QMS"	"Other / Unclassified"
"Qnap"	"Other / Unclassified"
"QoS"	"Other / Unclassified"
"QoS Configuration"	"Other / Unclassified"
"Qt"	"Other / Unclassified"
"QT/Boost"	"Other / Unclassified"
"Qt/QML"	"Other / Unclassified"
"qTest"	"Other / Unclassified"
"Qualtrics"	"Other / Unclassified"
"Qualys"	"Other / Unclassified"
"Qualys WAS"	"Other / Unclassified"
"Quantexa"	"Other / Unclassified"
"Quarkus"	"Frameworks & Platforms"
"Quart"	"Other / Unclassified"
"Quest"	"Other / Unclassified"
"Quick Wins"	"Other / Unclassified"
"Quick/Nimble"	"Other / Unclassified"
"QUnit"	"Other / Unclassified"
"R"	"Programming Languages"
"Rabbit MQ"	"Other / Unclassified"
"RabbitMQ"	"Tools & Collaboration"
"RabbitMQ / Kafka"	"Tools & Collaboration"
"RACF"	"Other / Unclassified"
"Rack & Stack"	"Other / Unclassified"
"Radmin"	"Other / Unclassified"
"RAG"	"Other / Unclassified"
"RAG / LLMOps"	"Other / Unclassified"
"RAGs"	"Other / Unclassified"
"Rails"	"Frameworks & Platforms"
"Rancher"	"Other / Unclassified"
"Rancher/Kubernetes"	"Frameworks & Platforms"
"Ranorex"	"Other / Unclassified"
"RAP"	"Other / Unclassified"
"RapidMiner"	"Other / Unclassified"
"Raporty Paginowane"	"Other / Unclassified"
"Raspberry Pi"	"Other / Unclassified"
"RBAC"	"Other / Unclassified"
"RDARR"	"Other / Unclassified"
"RDBMS"	"Other / Unclassified"
"RDF / OWL / SPARQL"	"Other / Unclassified"
"RDMA"	"Other / Unclassified"
"RDP"	"Other / Unclassified"
"RDS"	"Cloud & Managed Services"
"React"	"Frameworks & Platforms"
"React hook form"	"Frameworks & Platforms"
"React Hooks"	"Frameworks & Platforms"
"React Native"	"Frameworks & Platforms"
"React Native (Expo"	"Frameworks & Platforms"
"React Query"	"Frameworks & Platforms"
"React Router"	"Frameworks & Platforms"
"React Testing Library"	"Frameworks & Platforms"
"React.js"	"Frameworks & Platforms"
"ReactFlow"	"Frameworks & Platforms"
"ReactJS"	"Frameworks & Platforms"
"ReadyAPI"	"Other / Unclassified"
"Realm"	"Other / Unclassified"
"Realtime DB"	"Other / Unclassified"
"Recorded Future"	"Other / Unclassified"
"Red Hat"	"Other / Unclassified"
"RedHat"	"Other / Unclassified"
"REDHAT Cluster"	"Other / Unclassified"
"Redis"	"Databases & Data Stores"
"Redis Cache"	"Databases & Data Stores"
"Redis. Memcached"	"Databases & Data Stores"
"RedMine"	"Other / Unclassified"
"Redshift"	"Databases & Data Stores"
"Redux"	"Libraries"
"RegEx"	"Other / Unclassified"
"Relacyjne bazy danych"	"Other / Unclassified"
"Relational Databases"	"Other / Unclassified"
"Reltio Cloud MDM"	"Cloud & Managed Services"
"Remedy"	"Other / Unclassified"
"Remix"	"Other / Unclassified"
"Report Builder"	"Other / Unclassified"
"Reporting Services"	"Other / Unclassified"
"Reqnroll"	"Other / Unclassified"
"Resource Description Framework"	"Other / Unclassified"
"REST"	"Methodologies & Concepts"
"REST / GraphQL"	"Libraries"
"REST API"	"Methodologies & Concepts"
"REST API JIRA"	"Tools & Collaboration"
"REST APIs"	"Other / Unclassified"
"Rest Assured"	"Other / Unclassified"
"REST services"	"Other / Unclassified"
"REST-based backends"	"Other / Unclassified"
"RestAPI"	"Other / Unclassified"
"RestAssured"	"Other / Unclassified"
"RESTful"	"Other / Unclassified"
"RESTful API"	"Other / Unclassified"
"RESTful APIs"	"Other / Unclassified"
"RestSharp"	"Other / Unclassified"
"Retool"	"Other / Unclassified"
"Retrofit"	"Libraries"
"Revit"	"Other / Unclassified"
"REXX"	"Other / Unclassified"
"RFC"	"Other / Unclassified"
"RHCOS"	"Other / Unclassified"
"RHEL"	"Other / Unclassified"
"RHEL OpenShift"	"Other / Unclassified"
"Ride-by-Wire Systems"	"Other / Unclassified"
"Risk Management"	"Other / Unclassified"
"Risk Management Confluence"	"Tools & Collaboration"
"Roborazzi"	"Other / Unclassified"
"Robot"	"Other / Unclassified"
"Robot automation framework"	"Other / Unclassified"
"Robot Framework"	"Other / Unclassified"
"RobotFramework"	"Other / Unclassified"
"Robotyka i automatyzacja"	"Other / Unclassified"
"Robotyka mobilna"	"Other / Unclassified"
"rodowiska Qt"	"Other / Unclassified"
"rodowisko on-premise"	"Other / Unclassified"
"Room"	"Other / Unclassified"
"ROS"	"Other / Unclassified"
"ROS2"	"Other / Unclassified"
"Route Tables"	"Other / Unclassified"
"Router"	"Other / Unclassified"
"Routery"	"Other / Unclassified"
"Routing"	"Other / Unclassified"
"Rozwi¹zania chmurowe i hybrydowe"	"Other / Unclassified"
"RPA"	"Other / Unclassified"
"RPA Platform"	"Other / Unclassified"
"Rradare2"	"Other / Unclassified"
"RSA Archer"	"Other / Unclassified"
"RSA Cloud"	"Cloud & Managed Services"
"RSA Onprem"	"Other / Unclassified"
"RSpec"	"Other / Unclassified"
"RTK Query"	"Other / Unclassified"
"RTOS"	"Other / Unclassified"
"RTSP"	"Other / Unclassified"
"Ruby"	"Programming Languages"
"Ruby on Rails"	"Frameworks & Platforms"
"Ruckus"	"Other / Unclassified"
"Rust"	"Programming Languages"
"Rust2"	"Other / Unclassified"
"RxBinding"	"Other / Unclassified"
"RxJava"	"Other / Unclassified"
"RxJS"	"Libraries"
"RxSwift/RxCocoa"	"Other / Unclassified"
"S/4 HANA"	"Other / Unclassified"
"S/4HANA"	"Other / Unclassified"
"S/MIME"	"Other / Unclassified"
"S&OP"	"Other / Unclassified"
"S3"	"Cloud & Managed Services"
"S4 HANA"	"Other / Unclassified"
"S4Hana"	"Other / Unclassified"
"SaaS"	"Other / Unclassified"
"SaaS solutions"	"Other / Unclassified"
"SABSA"	"Other / Unclassified"
"SAFe"	"Other / Unclassified"
"SAFe Framework"	"Other / Unclassified"
"SailPoint"	"Other / Unclassified"
"Sailpoint IIQ"	"Other / Unclassified"
"Sales Cloud"	"Cloud & Managed Services"
"Salesforce"	"Other / Unclassified"
"Salesforce Certification"	"Other / Unclassified"
"Salesforce Commerce Cloud"	"Cloud & Managed Services"
"Salt"	"Other / Unclassified"
"Salto"	"Other / Unclassified"
"SaltStack"	"Other / Unclassified"
"SAM"	"Other / Unclassified"
"SAML"	"Other / Unclassified"
"Samurai Web Testing Framework"	"Other / Unclassified"
"SAN Brocade"	"Other / Unclassified"
"SAN Cisco MDS"	"Other / Unclassified"
"SAN configuration"	"Other / Unclassified"
"SandBox"	"Other / Unclassified"
"SAP"	"Databases & Data Stores"
"SAP (zagadnienia operatorskie"	"Other / Unclassified"
"SAP ABAP"	"Databases & Data Stores"
"SAP Analytics Cloud"	"Cloud & Managed Services"
"SAP APO"	"Other / Unclassified"
"SAP APO / IBP"	"Other / Unclassified"
"SAP Ariba"	"Other / Unclassified"
"SAP ASE"	"Other / Unclassified"
"SAP ATP"	"Other / Unclassified"
"SAP Authorizations management processes"	"Other / Unclassified"
"SAP BAPI"	"Other / Unclassified"
"SAP Basis"	"Other / Unclassified"
"SAP BN4L"	"Other / Unclassified"
"SAP BO"	"Other / Unclassified"
"SAP BPC"	"Other / Unclassified"
"SAP BTP"	"Other / Unclassified"
"SAP Business Objects"	"Other / Unclassified"
"SAP Business Technology Platform"	"Other / Unclassified"
"SAP BW"	"Other / Unclassified"
"SAP BW/4HANA"	"Other / Unclassified"
"SAP Central Finance"	"Other / Unclassified"
"SAP Cloud ALM"	"Cloud & Managed Services"
"SAP CO"	"Other / Unclassified"
"SAP Controlling"	"Other / Unclassified"
"SAP CPQ"	"Other / Unclassified"
"SAP CS/PS"	"Other / Unclassified"
"SAP data models"	"Other / Unclassified"
"SAP Datasphere"	"Other / Unclassified"
"SAP DRC"	"Other / Unclassified"
"SAP ECC"	"Other / Unclassified"
"SAP ECCS"	"Other / Unclassified"
"SAP EHS"	"Other / Unclassified"
"SAP Enhancements"	"Other / Unclassified"
"SAP ePPDS"	"Other / Unclassified"
"SAP ERP"	"Other / Unclassified"
"SAP EWM"	"Other / Unclassified"
"SAP FI"	"Other / Unclassified"
"SAP FI/CO"	"Other / Unclassified"
"SAP FIAA"	"Other / Unclassified"
"SAP FICO"	"Other / Unclassified"
"SAP Finance"	"Other / Unclassified"
"SAP Fiori"	"Other / Unclassified"
"SAP Gateway"	"Other / Unclassified"
"SAP GRC"	"Other / Unclassified"
"SAP GRC Access Control"	"Other / Unclassified"
"SAP GTS"	"Other / Unclassified"
"SAP HANA"	"Databases & Data Stores"
"SAP HCM"	"Other / Unclassified"
"SAP IBP"	"Other / Unclassified"
"SAP IBP/SNP"	"Other / Unclassified"
"SAP IDM"	"Other / Unclassified"
"SAP IDOC"	"Other / Unclassified"
"SAP Integration Suite"	"Other / Unclassified"
"SAP LE"	"Other / Unclassified"
"SAP LE/IM"	"Other / Unclassified"
"SAP MDG"	"Other / Unclassified"
"SAP MDM"	"Other / Unclassified"
"SAP MM"	"Other / Unclassified"
"SAP NetWeaver"	"Other / Unclassified"
"SAP OTC"	"Other / Unclassified"
"SAP PI/PO"	"Other / Unclassified"
"SAP PM"	"Other / Unclassified"
"SAP PO"	"Other / Unclassified"
"SAP PPDS"	"Other / Unclassified"
"SAP PS"	"Other / Unclassified"
"SAP PUR"	"Other / Unclassified"
"SAP QM"	"Other / Unclassified"
"SAP RAR"	"Other / Unclassified"
"SAP RFC"	"Other / Unclassified"
"SAP RFX"	"Other / Unclassified"
"SAP Rise"	"Other / Unclassified"
"SAP Risk Management"	"Other / Unclassified"
"SAP S/4 HANA"	"Other / Unclassified"
"SAP S/4HANA"	"Other / Unclassified"
"SAP S/4HANA (AP"	"Other / Unclassified"
"SAP S/4HANA ePPDS"	"Other / Unclassified"
"SAP S/4HANA Finance"	"Other / Unclassified"
"SAP S4 HANA"	"Other / Unclassified"
"SAP S4Hana"	"Other / Unclassified"
"SAP SAC"	"Other / Unclassified"
"SAP Sales and Distribution"	"Other / Unclassified"
"SAP SD"	"Other / Unclassified"
"SAP SD/LE"	"Other / Unclassified"
"SAP Signavio"	"Other / Unclassified"
"SAP SolMan"	"Other / Unclassified"
"SAP Solution Manager"	"Other / Unclassified"
"SAP Success Factors"	"Other / Unclassified"
"SAP SuccessFactors"	"Other / Unclassified"
"SAP TM"	"Other / Unclassified"
"SAP Treasury"	"Other / Unclassified"
"SAP VIM"	"Other / Unclassified"
"SAP WM"	"Other / Unclassified"
"SAP Workflow"	"Other / Unclassified"
"SAP-Script"	"Other / Unclassified"
"SAPUI5"	"Other / Unclassified"
"SAS"	"Other / Unclassified"
"SAS 4GL"	"Other / Unclassified"
"SAS Base"	"Other / Unclassified"
"SAS DI"	"Other / Unclassified"
"SAS Macro Language"	"Other / Unclassified"
"SAS programming"	"Other / Unclassified"
"SAS Viya"	"Other / Unclassified"
"SASE"	"Other / Unclassified"
"SASS"	"Other / Unclassified"
"SAST"	"Other / Unclassified"
"SATCOM"	"Other / Unclassified"
"SauceLabs"	"Other / Unclassified"
"Saviynt"	"Other / Unclassified"
"SBE"	"Other / Unclassified"
"SBOM"	"Other / Unclassified"
"SCADA"	"Other / Unclassified"
"Scala"	"Programming Languages"
"Scapy"	"Other / Unclassified"
"SCCM"	"Other / Unclassified"
"scikit-learn"	"Libraries"
"SCP"	"Other / Unclassified"
"Screaming Frog"	"Other / Unclassified"
"Scripting"	"Other / Unclassified"
"Scriptrunner"	"Other / Unclassified"
"SCRUM"	"Methodologies & Concepts"
"Scrum / Agile frameworks"	"Other / Unclassified"
"SCSS"	"Other / Unclassified"
"SD"	"Other / Unclassified"
"SD WAN"	"Other / Unclassified"
"SD-WAN"	"Other / Unclassified"
"SDLC"	"Other / Unclassified"
"seaborn"	"Other / Unclassified"
"SecOps"	"Other / Unclassified"
"Secure Boot"	"Other / Unclassified"
"secure coding"	"Other / Unclassified"
"Secure Software Development"	"Other / Unclassified"
"Security"	"Other / Unclassified"
"Security Automation"	"Other / Unclassified"
"Security certifications such as CISM"	"Other / Unclassified"
"SEE"	"Other / Unclassified"
"segmentacja sieci"	"Other / Unclassified"
"Sekoia"	"Other / Unclassified"
"Seldon"	"Other / Unclassified"
"Selenide"	"Other / Unclassified"
"Selenium"	"Libraries"
"Selenium IDE"	"Libraries"
"Selenium WebDriver"	"Libraries"
"SELF-SERVICE"	"Other / Unclassified"
"Semantic Kerne"	"Other / Unclassified"
"Semantic Kernel"	"Other / Unclassified"
"Sementic Kernel"	"Other / Unclassified"
"Semgrep"	"Other / Unclassified"
"SEMrush"	"Cloud & Managed Services"
"SentinelOne"	"Other / Unclassified"
"SentiOne Automate"	"Other / Unclassified"
"Sentry"	"Other / Unclassified"
"SEO"	"Other / Unclassified"
"SEO i lubi analizowaæ dane"	"Other / Unclassified"
"SEPA"	"Other / Unclassified"
"Server"	"Frameworks & Platforms"
"Serverless"	"Other / Unclassified"
"serverless features w Databricks"	"Cloud & Managed Services"
"Service Catalog"	"Other / Unclassified"
"Service Cloud"	"Cloud & Managed Services"
"Service Desk / ServiceNow"	"Other / Unclassified"
"Service Endpoints"	"Other / Unclassified"
"Service Mapping"	"Other / Unclassified"
"Service Now"	"Other / Unclassified"
"Service Portal"	"Other / Unclassified"
"ServiceNow"	"Frameworks & Platforms"
"ServiceNow CMDB"	"Other / Unclassified"
"ServiceNow HRSD"	"Other / Unclassified"
"serwery"	"Other / Unclassified"
"SFPT"	"Other / Unclassified"
"SFTP"	"Other / Unclassified"
"Shapely"	"Other / Unclassified"
"SharePoint"	"Other / Unclassified"
"SharePoint On-Premises Farm Architecture"	"Other / Unclassified"
"SharePoint Online"	"Other / Unclassified"
"SHell"	"Programming Languages"
"Shell scripting"	"Other / Unclassified"
"Shiny"	"Other / Unclassified"
"Shodan"	"Other / Unclassified"
"Shoper"	"Other / Unclassified"
"Shopify"	"Other / Unclassified"
"Shopware"	"Other / Unclassified"
"ScheduleIN"	"Other / Unclassified"
"schemat elektroniczny"	"Other / Unclassified"
"Sieæ IT"	"Other / Unclassified"
"sieci LAN/WAN/VPN"	"Other / Unclassified"
"sieci windows"	"Other / Unclassified"
"SIEM"	"Other / Unclassified"
"SIEM Sentinel"	"Other / Unclassified"
"SIEM SPLUNK"	"Tools & Collaboration"
"SIEM/SOAR"	"Other / Unclassified"
"SignaIR"	"Other / Unclassified"
"SignalR"	"Other / Unclassified"
"Signals"	"Other / Unclassified"
"Silverpeak"	"Other / Unclassified"
"Simulink"	"Other / Unclassified"
"Single Sign-On"	"Other / Unclassified"
"SIP"	"Other / Unclassified"
"Six Sigma"	"Other / Unclassified"
"Sketch"	"Other / Unclassified"
"Slack"	"Other / Unclassified"
"Slack Connect"	"Other / Unclassified"
"Slurm"	"Other / Unclassified"
"Smartlook"	"Other / Unclassified"
"Smartsheet"	"Other / Unclassified"
"Smarty"	"Other / Unclassified"
"SMTP"	"Other / Unclassified"
"SNIP"	"Other / Unclassified"
"SNIP (Subnet IP"	"Other / Unclassified"
"SNMP"	"Other / Unclassified"
"SNOW"	"Other / Unclassified"
"Snowflake"	"Databases & Data Stores"
"Snowflake Data Cloud"	"Databases & Data Stores"
"Snowpark"	"Other / Unclassified"
"SOA"	"Methodologies & Concepts"
"SOA Suite"	"Other / Unclassified"
"SOAP"	"Methodologies & Concepts"
"SOAP API"	"Other / Unclassified"
"SOAP UI"	"Other / Unclassified"
"SoapUI"	"Tools & Collaboration"
"SOAR"	"Other / Unclassified"
"SOC"	"Other / Unclassified"
"Software Asset Management"	"Other / Unclassified"
"software framework"	"Other / Unclassified"
"Software Testing"	"Other / Unclassified"
"Solace"	"Other / Unclassified"
"SolarWinds"	"Other / Unclassified"
"SOLID"	"Other / Unclassified"
"SOLID Principles"	"Other / Unclassified"
"Solr"	"Other / Unclassified"
"solution manager"	"Other / Unclassified"
"Solvency II"	"Other / Unclassified"
"Sonar"	"Other / Unclassified"
"SonarQube"	"Tools & Collaboration"
"Sonatype IQ"	"Other / Unclassified"
"Sonatype NexusIQ"	"Other / Unclassified"
"SOP"	"Other / Unclassified"
"SOQL"	"Other / Unclassified"
"Sorbnet"	"Other / Unclassified"
"Soti"	"Other / Unclassified"
"Spacy"	"Other / Unclassified"
"Spark"	"Frameworks & Platforms"
"Spark ML"	"Frameworks & Platforms"
"Spark SQL"	"Frameworks & Platforms"
"Spark/PySpark"	"Frameworks & Platforms"
"SPARQL"	"Other / Unclassified"
"Sparx Enterprise Architect"	"Other / Unclassified"
"Sparx Enterprisse"	"Other / Unclassified"
"SPC"	"Other / Unclassified"
"spdk"	"Other / Unclassified"
"Specflow"	"Other / Unclassified"
"Spectator"	"Other / Unclassified"
"SPI"	"Other / Unclassified"
"Spirng Boot"	"Other / Unclassified"
"SPL"	"Other / Unclassified"
"Splunk"	"Tools & Collaboration"
"Splunk ITSI"	"Tools & Collaboration"
"Spock"	"Other / Unclassified"
"Spock (Groovy"	"Other / Unclassified"
"Spotfire"	"Other / Unclassified"
"Spring"	"Frameworks & Platforms"
"Spring / Spring Boot"	"Frameworks & Platforms"
"Spring Batch"	"Frameworks & Platforms"
"Spring Boot"	"Frameworks & Platforms"
"Spring Cloud"	"Cloud & Managed Services"
"Spring Cloud Stream"	"Cloud & Managed Services"
"Spring Data"	"Frameworks & Platforms"
"Spring Data JPA"	"Frameworks & Platforms"
"Spring Framework"	"Frameworks & Platforms"
"Spring Framework 4"	"Frameworks & Platforms"
"Spring Integration"	"Frameworks & Platforms"
"Spring MVC"	"Frameworks & Platforms"
"Spring Security"	"Frameworks & Platforms"
"Spring Test"	"Frameworks & Platforms"
"Spring WebFlux"	"Frameworks & Platforms"
"Spring/ Spring Boot"	"Frameworks & Platforms"
"Spring/SpringBoot"	"Frameworks & Platforms"
"SpringBoot"	"Frameworks & Platforms"
"SpringData/Hibernate/JPA"	"Frameworks & Platforms"
"sPrint"	"Other / Unclassified"
"SPSS"	"Other / Unclassified"
"SQL"	"Programming Languages"
"SQL (MySQL/MariaDB i SQL Server"	"Databases & Data Stores"
"SQL (Oracle"	"Databases & Data Stores"
"SQL / Oracle"	"Databases & Data Stores"
"SQL Database"	"Other / Unclassified"
"SQL Databases"	"Other / Unclassified"
"SQL Oracle"	"Databases & Data Stores"
"SQL Server"	"Databases & Data Stores"
"SQL Server Agent"	"Databases & Data Stores"
"SQL SERVER ENTERPRISE"	"Databases & Data Stores"
"SQL Server Integration Services"	"Databases & Data Stores"
"SQL Server Intergation Services"	"Databases & Data Stores"
"SQL Server log"	"Databases & Data Stores"
"SQL Server Management Studio"	"Databases & Data Stores"
