title,mapped_industry,position_level
(Senior) Procurement Application Manager – Supplier Relationship & Risk Management (K/M),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Procurement Specialist,Technical Sales & B2B,"[""senior specialist""]"
Senior Producer (m/f/d),Marketing & Creative,"[""senior specialist""]"
Senior Product Costing Analyst,Finance & Banking,"[""senior specialist""]"
Senior Product Designer,IT & Digital Tech,"[""senior specialist""]"
Senior Product Engineer - BTV (K/M),Engineering & Design,"[""specialist"", ""senior specialist""]"
Senior Product Manager – Business Credit Cards,Finance & Banking,"[""manager""]"
Senior Product Manager - Cloud Collaboration Platform,IT & Digital Tech,"[""manager"", ""team manager""]"
Senior Product Manager (k/m),IT & Digital Tech,"[""senior specialist""]"
Senior Product Manager (K/M),Marketing & Creative,"[""senior specialist""]"
Senior Product Manager (m/k),Marketing & Creative,"[""senior specialist""]"
Senior Product Manager (m/k),IT & Digital Tech,"[""senior specialist""]"
Senior Product Manager (Microsoft Dynamics 365 Finance & Operations),IT & Digital Tech,"[""team manager""]"
Senior Product Manager - RCS for Business,IT & Digital Tech,"[""senior specialist""]"
Senior Product Manager,IT & Digital Tech,"[""senior specialist""]"
"Senior Product Marketing Manager (LTV, retention, upsell/cross-sell initiatives)",Marketing & Creative,"[""specialist"", ""senior specialist""]"
Senior Product Owner for Samsung Ads Project,IT & Digital Tech,"[""senior specialist""]"
Senior Product Owner,IT & Digital Tech,"[""senior specialist""]"
Senior Product Strategy & Product Operations Consultant,IT & Digital Tech,"[""senior specialist""]"
Senior Professional in Financial Planning and Analysis,IT & Digital Tech,"[""senior specialist""]"
Senior Professional Services Project Manager,IT & Digital Tech,"[""senior specialist""]"
Senior Program Buyer (K/M),Marketing & Creative,"[""senior specialist""]"
Senior Program Manager (m/k) - IT Contracting,IT & Digital Tech,"[""expert""]"
Senior Program Manager,IT & Digital Tech,"[""senior specialist""]"
Senior Programmatic Planner,Marketing & Creative,"[""senior specialist""]"
Senior Project Manager | bankowość,IT & Digital Tech,"[""team manager"", ""manager""]"
Senior Project Manager - CRYP.1,IT & Digital Tech,"[""senior specialist""]"
Senior Project Manager (Cryptography),IT & Digital Tech,"[""senior specialist""]"
Senior Project Manager (Data Centres) / Starszy Kierownik Projektu / Starsza Kierowniczka Projektu - branża budowlana (centra danych),IT & Digital Tech,"[""team manager"", ""manager""]"
Senior Project Manager (deweloper mieszkaniowy),Construction & Real Estate,"[""manager""]"
Senior Project Manager,IT & Digital Tech,"[""team manager""]"
Senior Project Manager,Finance & Banking,"[""manager""]"
Senior Project Manager IT,IT & Digital Tech,"[""manager"", ""team manager""]"
Senior Project Manager (IT Infrastructure) with Ukrainian,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Project Manager,IT & Digital Tech,"[""senior specialist""]"
Senior Project Manager (m/f/d),Marketing & Creative,"[""senior specialist""]"
Senior Project Manager (Onboarding Portfolio) | f/m/d,IT & Digital Tech,"[""senior specialist""]"
Senior Project Manager – Payroll Transformation (M/K),IT & Digital Tech,"[""team manager""]"
Senior Project Manager,IT & Digital Tech,"[""manager""]"
Senior Project Manager,Marketing & Creative,"[""senior specialist"", ""expert""]"
Senior Project Manager with French,IT & Digital Tech,"[""team manager""]"
Senior Project Manager,Marketing & Creative,"[""specialist"", ""senior specialist""]"
Senior Project & Marketing Manager,Marketing & Creative,"[""senior specialist""]"
Senior Property Manager (m/k),Construction & Real Estate,"[""senior specialist""]"
Senior Python AI Developer,IT & Digital Tech,"[""senior specialist""]"
Senior Python AI / ML Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior Python Developer - Developer Tools (Python + Java + LLM),IT & Digital Tech,"[""senior specialist""]"
Senior Python Developer,IT & Digital Tech,"[""senior specialist""]"
Senior Python Developer,IT & Digital Tech,"[""senior specialist"", ""expert""]"
Senior Python Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior QA Automation Engineer,IT & Digital Tech,"[""senior specialist""]"
"Senior QA Automation Specialist (Java, Cucumber)",IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior QA Engineer (Data Recovery | Python),IT & Digital Tech,"[""senior specialist""]"
Senior QA Engineer (Databricks),IT & Digital Tech,"[""senior specialist""]"
Senior QA Engineer (freelance),IT & Digital Tech,"[""senior specialist"", ""expert""]"
Senior QA engineer - Hybrid QA (Javascript + Test Rail),IT & Digital Tech,"[""senior specialist""]"
Senior QA Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior QA Engineer (Python),IT & Digital Tech,"[""senior specialist""]"
Senior QA,IT & Digital Tech,"[""senior specialist""]"
Senior QM Consultant,IT & Digital Tech,"[""senior specialist""]"
Senior Quality Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior Quality Engineer,IT & Digital Tech,"[""senior specialist"", ""expert""]"
Senior Quality Specialist (Logistic Center),Engineering & Design,"[""senior specialist""]"
Senior Quantitative Financial Engineer – Risk Analytics and Data Platforms,IT & Digital Tech,"[""senior specialist""]"
Senior R&D Project Manager,,"[""senior specialist"", ""expert""]"
Senior R2R Accountant,Finance & Banking,"[""senior specialist""]"
Senior R2R Process Expert,Finance & Banking,"[""senior specialist""]"
Senior React Developer (f/m/x),IT & Digital Tech,"[""senior specialist""]"
Senior React Engineer (networking project),IT & Digital Tech,"[""senior specialist""]"
Senior React Native Developer - Freelancer,IT & Digital Tech,"[""senior specialist"", ""expert""]"
Senior React Native Developer,IT & Digital Tech,"[""senior specialist""]"
Senior Real Estate Finance Advisor,,"[""senior specialist""]"
Senior Real-Time Analyst,,"[""senior specialist""]"
Senior Recruiter - Starszy Rekruter,IT & Digital Tech,"[""senior specialist""]"
Senior Regulatory Affairs Specialist,Medicine & Pharma,"[""senior specialist"", ""expert""]"
"Senior Regulatory Specialist, Small Molecules Mature Products, CMC, Global Regulatory Affairs – Delivery Team",,"[""senior specialist""]"
"Senior Relationship Manager'ka, EMEA",,"[""senior specialist""]"
Senior Research Engineer - Learning to Rank,IT & Digital Tech,"[""senior specialist""]"
Senior Researcher in Cybersecurity,IT & Digital Tech,"[""senior specialist""]"
Senior Retoucher (m/f/d),IT & Digital Tech,"[""senior specialist""]"
Senior Risk Business Partner (1st Line),,"[""senior specialist"", ""expert""]"
Senior Robotic Start-up Specialist,,"[""senior specialist""]"
Senior Robotics & Software Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior RPA Engineer,IT & Digital Tech,"[""senior specialist"", ""expert""]"
Senior RTR Accountant,,"[""senior specialist""]"
(Senior) RTR Accountant with English (m/f),IT & Digital Tech,"[""specialist""]"
Senior RTR Accountant with German,,"[""senior specialist""]"
Senior RTR Analyst COE – Inventory Accounting,,"[""senior specialist""]"
Senior Ruby Developer,IT & Digital Tech,"[""senior specialist""]"
Senior Ruby On Rails Developer,IT & Digital Tech,"[""senior specialist""]"
Senior Rust Developer,IT & Digital Tech,"[""senior specialist""]"
Senior Sales Analyst - Planning & Performance Team (m/w/d),Technical Sales & B2B,"[""specialist"", ""senior specialist""]"
Senior Sales Analyst,Finance & Banking,"[""senior specialist"", ""expert""]"
Senior Sales Consultant – Insurance IT,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Sales Desk Representative with German,IT & Digital Tech,"[""senior specialist""]"
"Senior Sales Manager (B2B, Pharma Transport)",Engineering & Design,"[""manager""]"
Senior Sales Manager ds. Współpracy z Architektami (AGD Premium / Meble / Wnętrza),Engineering & Design,"[""senior specialist"", ""expert""]"
Senior Sales Planner,Finance & Banking,"[""senior specialist"", ""expert""]"
Senior Sales & Recruitment Consultant IT (K/M),IT & Digital Tech,"[""specialist""]"
Senior Sales&Recruitment Consultant - Sales & Marketing (K/M),Technical Sales & B2B,"[""senior specialist""]"
Senior Sales Specialist - Distribution Transformers,Technical Sales & B2B,"[""senior specialist""]"
Senior Sales Specialist,Medicine & Pharma,"[""senior specialist""]"
Senior Salesforce Developer,IT & Digital Tech,"[""senior specialist""]"
Senior SAP ABAP Consultant,IT & Digital Tech,"[""senior specialist""]"
Senior SAP ASE Database Administrator (On-Call Duty),IT & Digital Tech,"[""senior specialist""]"
Senior SAP BPC Planning Specialist with German | Managed Services Operations,IT & Digital Tech,"[""senior specialist""]"
Senior SAP Consultant – S/4HANA | FICO or Logistics/SCM | English and German,IT & Digital Tech,"[""senior specialist""]"
Senior SAP CPQ Consultant,IT & Digital Tech,"[""senior specialist""]"
Senior SAP Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior SAP EWM Consultant,IT & Digital Tech,"[""senior specialist""]"
Senior SAP EWM / PPDS Consultant (AMS Support),IT & Digital Tech,"[""senior specialist""]"
Senior SAP FICO Consultant,IT & Digital Tech,"[""senior specialist""]"
Senior SAP GTS Consultant,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior SAP HCM Consultant (f/m/x),IT & Digital Tech,"[""senior specialist""]"
Senior SAP MM Consultant,IT & Digital Tech,"[""senior specialist""]"
Senior SAP Plant Maintenance (PM) Consultant with German,IT & Digital Tech,"[""senior specialist""]"
Senior SAP S/4HANA Consultant,IT & Digital Tech,"[""specialist""]"
Senior SAP SD Consultant (Pricing & VARCOND),IT & Digital Tech,"[""senior specialist""]"
Senior SAP TM Developer,IT & Digital Tech,"[""senior specialist""]"
Senior SAP WM/EWM Consultant (M/F),IT & Digital Tech,"[""senior specialist"", ""expert""]"
Senior SAS Developer,IT & Digital Tech,"[""senior specialist""]"
Senior SCCM Engineer with German,IT & Digital Tech,"[""senior specialist""]"
Senior Scientist – Lipid & Micellar Delivery Systems,Medicine & Pharma,"[""senior specialist""]"
Senior Security Analyst - IT Contracting,IT & Digital Tech,"[""senior specialist""]"
Senior / Seniorka Doradztwo dla Dyrektorów Finansowych (CFO Consulting),Finance & Banking,"[""senior specialist""]"
Senior / Seniorka Finansowe Due Diligence EY-Parthenon,Finance & Banking,"[""senior specialist""]"
Senior/Seniorka w Dziale Audytu (General Audit/Financial Services),Finance & Banking,"[""specialist""]"
Senior/Seniorka w Zespole Podatków Międzynarodowych (ITS RE/M&A),Finance & Banking,"[""senior specialist""]"
Senior / Seniorka w Zespole Wycen Modelowania i Ekonomii EY-Parthenon,Finance & Banking,"[""senior specialist""]"
Senior ServiceNow Architect,IT & Digital Tech,"[""senior specialist"", ""expert""]"
Senior ServiceNow Developer (CSDM + Discovery),IT & Digital Tech,"[""senior specialist""]"
Senior ServiceNow Developer (HR Module) with English & German or French (f/m/x),IT & Digital Tech,"[""senior specialist""]"
Senior ServiceNow Developer - HRSD,IT & Digital Tech,"[""senior specialist""]"
Senior ServiceNow Developer with Discovery (f/m/x),IT & Digital Tech,"[""senior specialist""]"
Senior ServiceNow Developer,IT & Digital Tech,"[""manager""]"
Senior ServiceNow HRSD Developer,IT & Digital Tech,"[""senior specialist""]"
Senior SharePoint / Microsoft 365 Developer,IT & Digital Tech,"[""senior specialist""]"
Senior Shopify Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior Site Reliability Engineer (SRE) for Cloud Services,IT & Digital Tech,"[""senior specialist""]"
Senior SME Data Analyst (f/m/d),IT & Digital Tech,"[""senior specialist""]"
Senior Snowflake Platform Developer,IT & Digital Tech,"[""senior specialist""]"
Senior Software Architect - Tech Lead (.Net / MS Azure / AI),IT & Digital Tech,"[""team manager""]"
Senior Software Developer (K/M),IT & Digital Tech,"[""senior specialist""]"
Senior Software Developer,IT & Digital Tech,"[""senior specialist""]"
Senior Software Developer – Power Electronics & Motor Control (Traction and Auxiliary Converters and Battey Chargers) (m/k),IT & Digital Tech,"[""senior specialist""]"
Senior Software Development Engineer in Test,IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer - AI Automotive,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
"Senior Software Engineer - Android, Auto Developer Platforms",IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer - Android Platform,IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer/Big Data & Risk Systems,IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer - Borglet,IT & Digital Tech,"[""specialist""]"
Senior Software Engineer (C# & Java),IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer - Chrome Autofill,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
"Senior Software Engineer - Cluster Management, Borg",IT & Digital Tech,"[""specialist""]"
Senior Software Engineer - Cluster Management System,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer - Compute Infrastructure,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer (Data Recovery | C++ | Python),IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer (f/m),IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer - Frontend,IT & Digital Tech,"[""senior specialist""]"
"Senior Software Engineer - GKE, Adaptive Workload Orchestration",IT & Digital Tech,"[""specialist"", ""senior specialist""]"
"Senior Software Engineer - Google Cloud, NodeOS",IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer - Google Messages,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer - Health Platform,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer in Test,IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer - Infrastructure Cluster Management,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
"Senior Software Engineer - Infrastructure, Google Cloud",IT & Digital Tech,"[""specialist""]"
Senior Software Engineer (Java / Kotlin),IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer (Java/Kotlin),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer (Java),IT & Digital Tech,"[""specialist""]"
Senior Software Engineer (Kotlin/Java),IT & Digital Tech,"[""senior specialist""]"
"Senior Software Engineer - Messages, Android Wear",IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer - Messages,IT & Digital Tech,"[""specialist""]"
Senior Software Engineer (.NET),IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer (.NET & Java),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer - Pixel Graphics,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer (Python),IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer (Python/Go/AI),IT & Digital Tech,"[""senior specialist""]"
"Senior Software Engineer - RCS for Business, Backend",IT & Digital Tech,"[""senior specialist""]"
"Senior Software Engineer - RCS for Business, Backend",IT & Digital Tech,"[""specialist"", ""senior specialist""]"
"Senior Software Engineer - RCS for Business, Fullstack",IT & Digital Tech,"[""specialist""]"
"Senior Software Engineer, RCS for Business, Fullstack",IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer - RCS,IT & Digital Tech,"[""specialist""]"
Senior Software Engineer - Rich Communication Services,IT & Digital Tech,"[""senior specialist""]"
"Senior Software Engineer - Site Reliability Engineering, Vertex",IT & Digital Tech,"[""specialist"", ""senior specialist""]"
"Senior Software Engineer (System Engineering, Infrastructure)",IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer - Text To Speech,IT & Digital Tech,"[""senior specialist""]"
Senior Software Engineer - Vertex AI First-Party,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Software Engineer,IT & Digital Tech,"[""specialist""]"
Senior Software Engineer - Wearables and Health Data Governance,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
"Senior Software Engineering Manager - Site Leads, Pixel",IT & Digital Tech,"[""senior specialist""]"
Senior Software Java Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior Software Test Engineer (f/m),IT & Digital Tech,"[""senior specialist""]"
Senior Solution Consultant / Fullstack Developer,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Solution Engineer (Infrastructure),IT & Digital Tech,"[""senior specialist""]"
Senior Sourcing Lead with Italian,Marketing & Creative,"[""senior specialist""]"
Senior Sourcing Lead with Slovak,Marketing & Creative,"[""senior specialist""]"
"Senior Sourcing Specialist (IT, Indirect Procurement)",Engineering & Design,"[""senior specialist"", ""expert""]"
Senior Sox Analyst /Auditor (new SSC),Finance & Banking,"[""expert""]"
Senior Specialist - Customer Journey Universal,Finance & Banking,"[""senior specialist""]"
"Senior Specialist, Digital advertising",Marketing & Creative,"[""senior specialist""]"
Senior Specialist EHS,Marketing & Creative,"[""specialist"", ""senior specialist""]"
Senior Specialist/Expert in Indirect Tax,IT & Digital Tech,"[""senior specialist"", ""expert""]"
Senior Specialist in Client Service & Fund Accounting Team (Alternative Investments),IT & Digital Tech,"[""specialist""]"
Senior Specialist (m/f/d) Global Talent Management System & Reporting (SAP SuccessFactors),IT & Digital Tech,"[""senior specialist""]"
Senior Specialist - Private Relationship Banker,Finance & Banking,"[""senior specialist""]"
"Senior Specification Sales Engineer - Emergency Lighting, Life Safety",Technical Sales & B2B,"[""senior specialist"", ""expert""]"
Senior Specjalista/-tka ds. sprzedaży rozwiązań online dla klientów B2B,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior SQL / Data Analyst (Controlling / FP&A),IT & Digital Tech,"[""senior specialist""]"
Senior Storage Engineer with French,IT & Digital Tech,"[""senior specialist""]"
Senior Strategic Procurement Specialist,Logistics & Supply Chain,"[""senior specialist""]"
Senior Structural Analyst,,"[""senior specialist""]"
Senior Structural Engineer - Marine,,"[""senior specialist""]"
Senior Supervisor,Marketing & Creative,"[""manager""]"
Senior Supplier Quality Engineer (M/F),,"[""senior specialist""]"
Senior Supply Chain Officer with French,,"[""senior specialist""]"
Senior Supply Chain Optimization Manager,,"[""team manager""]"
Senior System Analyst,IT & Digital Tech,"[""senior specialist""]"
Senior SysTrack Consultant (k/m),IT & Digital Tech,"[""senior specialist""]"
Senior Talent Acquisition Specialist (Non-Tech) | f/m/d,IT & Digital Tech,"[""senior specialist""]"
Senior Tax Accountant - Banking (In-house),IT & Digital Tech,"[""senior specialist""]"
Senior Tax Analyst,IT & Digital Tech,"[""senior specialist""]"
"Senior Tax Manager, Direct Tax",IT & Digital Tech,"[""manager""]"
Senior Tax Manager (new SSC),IT & Digital Tech,"[""team manager""]"
Senior Tax Specialist,IT & Digital Tech,"[""senior specialist""]"
Senior Tax Specialist (m/f/x),Finance & Banking,"[""specialist"", ""senior specialist""]"
Senior Tax Specialist,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Technical Consultant - Professional Services,IT & Digital Tech,"[""senior specialist""]"
Senior Technical Leader - EasySaaS,IT & Digital Tech,"[""senior specialist""]"
Senior Technical Product Owner,IT & Digital Tech,"[""senior specialist""]"
Senior Technical Program Manager,IT & Digital Tech,"[""senior specialist""]"
Senior Technical Sales Support Specialist,Technical Sales & B2B,"[""senior specialist""]"
Senior Technology Project Leader (m/f) Optical Connectivity Solutions,Marketing & Creative,"[""senior specialist""]"
Senior Technology Project Leader (m/f),Engineering & Design,"[""senior specialist""]"
Senior Test Analyst (German Speaking),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Test Automation Engineer,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Test Automation Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior Test Automation Engineer (python),IT & Digital Tech,"[""senior specialist""]"
Senior Test Coordinator,IT & Digital Tech,"[""senior specialist""]"
Senior Test Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior Tester Automatyzujący (m/k),IT & Digital Tech,"[""senior specialist""]"
Senior Tester/ -ka Automatyzujący/-ca,IT & Digital Tech,"[""senior specialist""]"
Senior Tester manualny (m/k),IT & Digital Tech,"[""senior specialist""]"
Senior Thermal Engineer (f/m),,"[""senior specialist""]"
Senior Total Rewards Specialist (m/k),HR & Recruitment,"[""senior specialist"", ""expert""]"
Senior TPM Business Analyst with German (f/m/x),IT & Digital Tech,"[""senior specialist""]"
Senior Trade Marketing Specialist,Marketing & Creative,"[""senior specialist""]"
Senior Trader / Trading Manager (K/M),IT & Digital Tech,"[""senior specialist""]"
Senior Transfer Agency Shareholder Services Representative,,"[""senior specialist""]"
(Senior) Transfer Pricing Specialist (m/f/d),,"[""senior specialist""]"
Senior Treasury Analyst (F/M),Finance & Banking,"[""senior specialist""]"
Senior UI/UX Designer,IT & Digital Tech,"[""senior specialist""]"
Senior UiPath Developer,IT & Digital Tech,"[""senior specialist""]"
Senior Underwriter ds. Ubezpieczeń Międzynarodowych,Finance & Banking,"[""senior specialist"", ""expert""]"
Senior UX Designer,IT & Digital Tech,"[""senior specialist"", ""expert""]"
Senior UX/UI Designer,IT & Digital Tech,"[""senior specialist""]"
Senior UX/UI Designer (m/k/n),IT & Digital Tech,"[""senior specialist""]"
Senior UX/UI Designer (mobile app),IT & Digital Tech,"[""senior specialist""]"
Senior UX/UI Developer,IT & Digital Tech,"[""specialist""]"
Senior VAT Specialist,IT & Digital Tech,"[""senior specialist""]"
Senior Verification Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior Vetting Analyst with French and Spanish,Marketing & Creative,"[""senior specialist""]"
Senior Vetting Analyst with French,Marketing & Creative,"[""senior specialist""]"
Senior VMware Administrator,IT & Digital Tech,"[""senior specialist""]"
Senior Water Engineer,Marketing & Creative,"[""senior specialist""]"
Senior Web Data Acquisition Engineer (Resilient Crawling),IT & Digital Tech,"[""senior specialist""]"
Senior Website Officer,Engineering & Design,"[""senior specialist""]"
Senior Windows Operator Engineer with German,IT & Digital Tech,"[""senior specialist""]"
Senior Wintel Engineer,IT & Digital Tech,"[""senior specialist""]"
Senior WordPress Developer,IT & Digital Tech,"[""senior specialist""]"
Senior Workplace Collaboration and Productivity Engineer,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Senior Workplace Engineer,IT & Digital Tech,"[""senior specialist""]"
Seniorka / Senior w Zespole Audytu,Finance & Banking,"[""senior specialist""]"
Seniorka / Senior w Zespole Instytucji Finansowych,Finance & Banking,"[""senior specialist""]"
SEO Content Editor,Technical Sales & B2B,"[""specialist""]"
SEO Manager,Technical Sales & B2B,"[""manager""]"
SEO/SEM Specialist,Engineering & Design,"[""specialist"", ""senior specialist""]"
SEO Specialist (Content + Tech + AI),Marketing & Creative,"[""senior specialist""]"
SEO Specialist & Copywriter (f/m),Technical Sales & B2B,"[""specialist""]"
SEO Specialist (f/m/d),IT & Digital Tech,"[""specialist""]"
SEO Specialist (She/He/They),IT & Digital Tech,"[""specialist""]"
SEO Specialist,Technical Sales & B2B,"[""specialist""]"
SEO Specialist,IT & Digital Tech,"[""specialist""]"
Serowar,Marketing & Creative,"[""manual worker""]"
Service Agreement Management Specialist,Marketing & Creative,"[""specialist""]"
Service Asset & Configuration Management Manager,IT & Digital Tech,"[""team manager""]"
Service Channels Lead,IT & Digital Tech,"[""specialist""]"
Service Delivery Manager - Account Manager (k/m/*),IT & Digital Tech,"[""junior specialist"", ""specialist""]"
Service Delivery Manager (K/M/N),Engineering & Design,"[""specialist"", ""senior specialist""]"
Service Delivery Manager/Managerka,IT & Digital Tech,"[""manager""]"
Service Delivery Manager,IT & Digital Tech,"[""manager""]"
Service Delivery Specialist,Logistics & Supply Chain,"[""specialist""]"
Service Desk Agent / IT Support (M/F/D),IT & Digital Tech,"[""assistant"", ""junior specialist""]"
Service Desk Agent,IT & Digital Tech,"[""specialist""]"
Service Desk Agent with English and French (m/f/d),IT & Digital Tech,"[""junior specialist"", ""specialist""]"
Service Desk Agent with German and English,IT & Digital Tech,"[""junior specialist""]"
Service Desk Agent with German and English (m/f/d),IT & Digital Tech,"[""junior specialist"", ""specialist""]"
Service Desk Agent with Italian and English (m/f/d),IT & Digital Tech,"[""junior specialist"", ""specialist""]"
Service Desk Analyst,IT & Digital Tech,"[""specialist""]"
Service Desk Specialist (M/F),IT & Digital Tech,"[""junior specialist"", ""specialist""]"
Service Desk Specialist (M/F),IT & Digital Tech,"[""junior specialist""]"
Service Desk Specialist (M/F),IT & Digital Tech,"[""specialist""]"
Service Desk Specialist,IT & Digital Tech,"[""specialist""]"
Service Desk Team Leader,IT & Digital Tech,"[""team manager""]"
Service Desk Technician,IT & Digital Tech,"[""specialist""]"
Service Engineer for regional and global service (M/F/D),,"[""specialist""]"
Service Engineer – Inżynier Silników Morskich,Engineering & Design,"[""senior specialist""]"
Service Engineer,Engineering & Design,"[""junior specialist"", ""specialist""]"
Service Engineer,Engineering & Design,"[""specialist""]"
Service & Maintenance Outsourcing Director (M/F/D),Marketing & Creative,"[""director""]"
Service Management Incident / Problem Manager with German,IT & Digital Tech,"[""team manager""]"
Service Manager,Engineering & Design,"[""manager""]"
Service Operations Manager (f/m/d),Marketing & Creative,"[""team manager""]"
Service Owner Application Integration Management (f/m),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Service Planner,Marketing & Creative,"[""specialist""]"
Service / Process Release Manager with German,IT & Digital Tech,"[""manager""]"
Service Sales Specialist,Technical Sales & B2B,"[""manager""]"
Service Technician,,"[""specialist""]"
Service Technician / Junior Service Engineer (f/m/d),,"[""junior specialist"", ""specialist""]"
Service Technician / Troubleshooter – Offshore Wind Energy,Logistics & Supply Chain,"[""specialist""]"
Service Technician,Engineering & Design,"[""specialist""]"
Service Transition Management / Transition Lead,IT & Digital Tech,"[""manager""]"
ServiceNow Administrator (f/m/x),IT & Digital Tech,"[""senior specialist""]"
ServiceNow Administrator,IT & Digital Tech,"[""specialist""]"
ServiceNow Architect,IT & Digital Tech,"[""specialist""]"
ServiceNow Architect,IT & Digital Tech,"[""specialist"", ""senior specialist""]"
ServiceNow Architect with English or German or French,IT & Digital Tech,"[""specialist""]"
ServiceNow Consultant,IT & Digital Tech,"[""specialist""]"
ServiceNow Data & Analytics Lead,IT & Digital Tech,"[""senior specialist""]"
ServiceNow Developer (f/m/x),IT & Digital Tech,"[""specialist""]"
ServiceNow Developer,IT & Digital Tech,"[""senior specialist""]"
ServiceNow Developer with English or German or French,IT & Digital Tech,"[""specialist""]"
ServiceNow HRSD Developer,IT & Digital Tech,"[""specialist""]"
ServiceNow Platform Lead (m/f),IT & Digital Tech,"[""senior specialist"", ""expert""]"
ServiceNow Software Asset Management (SAM Pro) Consultant (f/m/x),IT & Digital Tech,"[""specialist"", ""senior specialist""]"
Services Operations Specialist (m/f),Logistics & Supply Chain,"[""specialist""]"
Serwis Asystent / Asystentka,Technical Sales & B2B,"[""assistant""]"
Serwis restauracyjny/kelnerski - OKW Krucze Skały,Marketing & Creative,"[""manual worker""]"
Serwisant agregatów prądotwórczych automatyk (K/M),Engineering & Design,"[""specialist""]"
Serwisant AMR (k/m),Skilled Trades,"[""manual worker""]"
Serwisant / Analityk Urządzeń Elektronicznych,Engineering & Design,"[""manual worker""]"
Serwisant,Skilled Trades,"[""manual worker""]"
Serwisant Automatów Vendingowych,Skilled Trades,"[""junior specialist"", ""specialist""]"
Serwisant Automatyk Mobilny woj. mazowieckie (K/M),Skilled Trades,"[""manual worker""]"
Serwisant bram garażowych - napędów do bram - szlabanów,Engineering & Design,"[""manual worker""]"
"Serwisant bram przemysłowych, szlabanów i systemów przeładunkowych",Engineering & Design,"[""specialist""]"
Serwisant – budownictwo jednorodzinne - Konserwator/ Technik Serwisu Domów Jednorodzinnych,Skilled Trades,"[""specialist""]"
Serwisant do Serwisu Pomp (k/m/x),Engineering & Design,"[""manual worker""]"
Serwisant ekspresów do kawy (k/m),Skilled Trades,"[""manual worker""]"
Serwisant elektoniki / Serwisantka elektroniki,Skilled Trades,"[""manual worker""]"
Serwisant Elektromechanik (K/M),Engineering & Design,"[""manual worker""]"
Serwisant – Elektromechanik (k/m/x),Engineering & Design,"[""specialist""]"
Serwisant - Elektromechanik (k/m),Engineering & Design,"[""manual worker""]"
Serwisant elektronicznych systemów zabezpieczeń,Engineering & Design,"[""manual worker""]"
